Date,URI US Equity,AGCO US Equity,ATKR US Equity,CNHI US Equity ,TEX US Equity,PCAR US Equity,RS US Equity,CMI US Equity,GTES US Equity,KMT US Equity,MMM US Equity,AYI US Equity,CAT US Equity,DE US Equity,FLS US Equity,JCI US Equity,CARR US Equity,DOV US Equity,NVT US Equity,ALLE US Equity,LII US Equity,PH US Equity,GWW US Equity,HUBB US Equity,HON US Equity,IR US Equity,TT US Equity,ETN US Equity,FTV US Equity,OTIS US Equity,EMR US Equity,SWK US Equity,ITW US Equity,FAST US Equity,ROK US Equity,KNX US Equity,WERN US Equity
6/30/2018,9.822,15.112,8.328,12.897,13.406,10.977,10.498,9.527,15.48,12.435,18.597,12.601,12.472,13.133,23.502,11.444,#N/A N/A,14.558,13.769,16.766,19.567,14.258,20.723,14.545,16.853,16.148,12.855,13.973,18.168,#N/A N/A,20.377,15.237,17.613,18.845,19.953,15.809,18.202
7/31/2018,9.402,14.717,9.156,13.589,12.867,10.848,9.871,9.867,14.232,13.1,19.889,14.825,11.999,13.725,24.863,12.6,#N/A N/A,16.147,15.138,17.535,20.237,14.988,21.112,15.907,18.178,15.202,13.203,15.105,19.112,#N/A N/A,20.424,17.502,18.228,21.402,21.421,13.194,15.912
8/31/2018,9.828,14.028,10.033,13.719,11.354,11.221,9.444,9.595,15.797,13.04,19.764,16.298,11.439,12.91,27.302,12.829,#N/A N/A,16.716,15.519,18.773,22.056,15.405,21.487,16.602,18.089,14.601,13.474,14.913,19.555,#N/A N/A,21.694,16.436,17.671,21.89,20.702,13.818,15.833
9/30/2018,10.168,14.287,9.547,13.778,11.783,11.192,9.607,9.925,16.898,13.864,19.912,16.007,12.583,13.448,28.032,11.8,#N/A N/A,17.025,15.006,19.461,21.981,16.105,21.479,17.408,18.908,15.123,13.596,15.496,19.672,#N/A N/A,21.541,17.194,17.961,21.779,21.453,13.982,15.075
10/31/2018,6.853,12.841,6.763,11.141,9.379,9.208,9.5,8.933,12.521,10.948,18.155,13.231,9.773,12.138,22.412,10.65,#N/A N/A,15.355,13.286,17.673,20.245,13.088,16.46,13.556,18.526,14.182,12.282,12.503,17.608,#N/A N/A,18.048,13.943,16.13,18.722,18.21,12.251,13.032
11/30/2018,6.611,13.735,6.678,10.35,10.132,9.978,9.665,9.762,12.368,12.996,19.849,13.692,10.852,13.457,23.652,18.162,#N/A N/A,15.735,13.613,18.881,21.722,14.864,18.197,14.684,19.002,13.04,13.224,13.453,18.086,#N/A N/A,18.473,15.635,17.583,21.58,19.311,13.321,13.775
12/31/2018,5.535,12.893,6.463,9.827,8.444,9.168,8.564,8.645,10.988,10.342,18.2,11.451,10.188,12.954,18.474,16.372,#N/A N/A,13.198,12.246,16.425,19.346,12.885,16.358,13.259,17.07,10.93,11.656,12.008,16.215,#N/A N/A,16.361,14.313,16.051,19.028,16.677,9.639,12.018
1/31/2019,6.577,13.923,7.72,10.333,9.001,10.21,10.182,9.574,11.986,11.388,18.852,12.584,10.747,14.271,20.725,17.398,#N/A N/A,15.304,13.672,17.37,18.758,13.976,16.499,14.065,18.388,13.437,12.301,13.03,17.844,#N/A N/A,17.449,14.816,17.198,21.259,18.62,11.639,13.339
2/28/2019,7.05,14.58,7.352,10.862,8.722,10.536,10.536,9.936,12.788,11.618,19.517,13.543,11.13,14.241,20.889,18.022,#N/A N/A,15.797,14.64,18.495,19.609,14.866,16.935,14.652,19.341,14.521,13.011,13.62,19.404,#N/A N/A,18.484,15.538,18.158,22.007,19.637,12.337,13.169
3/31/2019,6.015,15.005,6.629,10.149,8.304,10.596,10.579,10.178,11.454,11.329,19.747,12.144,10.977,13.885,21.222,18.934,#N/A N/A,16.373,14.359,18.653,21.194,14.49,16.722,14.64,19.912,15.441,13.306,13.754,19.86,#N/A N/A,18.561,15.939,18.09,22.486,19.347,12.041,13
4/30/2019,7.417,14.74,7.553,10.71,8.522,11.328,11.35,10.74,12.612,12.233,19.477,15.007,11.12,14.44,21.81,17.891,#N/A N/A,16.623,15.24,19.966,22.288,14.995,15.472,15.487,20.922,18.126,14.695,13.91,18.919,#N/A N/A,18.608,16.565,19.323,24.046,19.557,12.594,12.796
5/31/2019,5.809,13.46,7.179,8.558,6.755,10.226,9.755,9.639,9.377,9.347,16.622,12.326,9.57,13.317,20.553,17.181,#N/A N/A,15.167,12.574,19.527,21.675,12.768,14.355,13.853,19.765,18.737,14.185,12.438,16.765,#N/A N/A,16.124,14.506,17.347,20.952,16.13,10.45,10.682
6/30/2019,6.995,15.782,7.636,10.182,7.909,11.144,11.309,10.945,9.548,11.427,18.158,13.418,10.934,15.645,23.366,18.434,#N/A N/A,16.997,13.517,22.243,22.656,14.253,14.767,15.749,21.01,19.265,15.184,13.912,17.914,#N/A N/A,17.926,16.491,18.786,22.522,17.958,12.549,12.005
7/31/2019,6.731,14.978,7.86,10.002,8.71,11.251,12.358,11.147,8.862,10.752,17.686,13.212,10.732,15.701,21.362,17.161,#N/A N/A,16.305,13.569,20.314,21.4,14.535,15.928,15.477,20.093,18.145,14.265,13.701,17.007,#N/A N/A,16.949,16.741,19.3,21.584,18.478,15.29,13.894
8/31/2019,5.986,13.369,8.047,10.497,7.143,10.519,11.964,10.18,9.581,10.536,16.392,12.345,9.778,14.629,18.286,17.235,#N/A N/A,15.574,10.828,18.899,21.175,13.944,15.018,15.685,19.18,18.42,13.991,13.462,16.01,#N/A N/A,16.092,15.084,18.784,21.503,17.66,14.503,13.789
9/30/2019,6.572,14.411,8.426,10.299,7.538,11.387,12.284,11.066,11.561,10.885,16.788,13.088,10.448,15.868,20.047,17.719,#N/A N/A,16.533,12.396,20.383,20.319,15.177,16.318,15.725,20.005,18.299,14.234,14.001,15.411,#N/A N/A,18.061,16.502,19.804,23.187,19.556,15.5,14.97
10/31/2019,6.999,14.223,9.687,10.732,10.503,13.347,13.636,12.803,11.403,15.921,17.773,12.522,12.514,16.466,20.469,16.57,#N/A N/A,16.86,12.351,22.38,21.178,16.03,16.86,16.887,20.092,24.279,14.668,15.003,15.581,#N/A N/A,18.893,17.396,21.58,24.855,20.529,17.453,16.712
11/30/2019,7.931,14.501,10.924,10.647,12.794,14.294,13.754,14.348,12.952,17.635,18.359,13.123,13.198,17.085,20.697,16.737,#N/A N/A,18.059,13.242,23.105,21.911,18.489,17.26,17.58,20.774,25.835,15.172,16.02,16.319,#N/A N/A,20.286,18.087,22.29,24.735,22.004,17.656,16.901
12/31/2019,8.672,14.759,10.455,11.02,13.679,13.863,13.718,14.25,15.204,18.678,19.003,13.92,13.556,18.403,21.233,15.915,#N/A N/A,18.745,14.047,23.987,21.317,19.103,18.43,17.51,20.639,27.6,15.363,16.58,17.334,#N/A N/A,20.974,19.007,22.994,25.875,22.772,18.715,17.013
1/31/2020,6.76,13.066,10.211,9.022,11.182,13.87,13.072,12.651,13.017,14.307,16.683,12.113,12.733,16.842,19.21,15.075,#N/A N/A,18.257,13.387,24.34,20.022,17.703,16.361,16.593,19.675,25.312,15.422,16.364,16.726,#N/A N/A,19.178,17.627,22.138,24.358,21.448,18.061,17.519
2/29/2020,6.514,12.067,9.457,10.134,10.923,12.617,12.087,12.619,11.357,17.397,15.743,10.57,12.523,16.023,16.485,14.033,#N/A N/A,16.494,12.84,22.281,19.753,16.962,15.005,15.43,18.366,23.255,15.008,15.731,15.6,#N/A N/A,17.11,16.008,21.308,23.83,20.579,15.603,15.427
3/31/2020,5.493,14.054,5.864,9.328,11.848,14.289,12.391,16.432,9.866,19.662,15.66,9.917,13.749,16.808,12.514,12.009,#N/A N/A,15.298,9.596,19.625,16.603,15.566,15.289,14.962,16.808,17.614,18.917,16.032,13.513,#N/A N/A,14.396,13.328,20.564,24.338,20.437,17.083,17.783
4/30/2020,10.664,20.347,7.959,16.007,1333,24.854,19.688,22.37,14.389,26.267,18.795,12.063,21.823,23.404,15.495,15.752,13.099,19.254,14.697,24.942,23.179,20.458,19.824,17.909,19.502,25.375,21.8,21.231,16.93,26.543,20.332,17.601,26.877,29.86,28.713,21.679,20.734
5/31/2020,11.645,21.549,9.227,57.505,#N/A N/A,27.493,20.608,23.562,38.506,28.248,19.371,12.002,22.899,23.097,17.743,16.488,15.942,19.945,13.36,24.783,26.804,22.117,22.391,17.665,21.84,24.978,27.697,23.835,17.326,26.051,21.754,21.817,33.546,31.187,33.25,24.262,23.886
6/30/2020,12.371,21.826,9.899,44.95,#N/A N/A,26.857,19.593,24.074,38.792,28.768,19.234,12.518,24.511,23.557,19.192,17.526,17.211,19.775,13.563,25.321,28.979,22.131,21.773,18.137,21.613,25.018,27.642,24.532,19.165,28.804,21.981,22.362,34.071,31.27,32.356,24.363,22.266
7/31/2020,10.24,15.856,8.799,17.016,77.572,20.853,14.758,18.809,21.822,20.089,17.541,12.759,22.299,25.917,17.957,17.973,18.004,18.776,12.115,22.922,28.599,18.99,20.541,18.166,21.121,24.096,26.547,21.846,17.39,27.724,20.54,19.687,29.958,31.381,28.897,18.151,17.517
8/31/2020,11.502,16.322,8.551,18.668,49.048,20.878,15.163,20.104,17.921,27.744,18.79,14.071,23.542,23.589,18.953,17.31,19.184,20.051,12.48,23.834,29.899,19.054,21.982,19.387,23.472,24.569,27.929,23.667,17.703,27.218,21.635,19.205,30.69,32.617,30.643,18.871,17.938
9/30/2020,11.434,17.003,6.913,19.21,46.651,19.956,14.598,20.396,16.9,26.796,18.252,12.813,24.596,24.747,17.316,17.361,19.28,19.705,11.369,22.838,29.066,18.886,21.424,18.294,23.389,25.141,28.257,23.645,18.202,26.859,20.307,18.756,29.95,30.241,29.179,16.735,16.358
10/31/2020,11.229,15.618,5.881,13.094,23.559,16.687,15.006,17.182,14.84,25.101,17.31,11.449,22.907,24.644,18.715,17.264,18.79,18.679,11.033,21.521,25.826,18.169,19.704,18.278,22.005,22.644,27.349,22.841,24.063,24.298,19.174,17.911,26.756,28.916,29.548,11.572,13.029
11/30/2020,13.885,16.671,9.443,15.928,28.105,16.986,15.776,17.716,14.456,33.041,18.603,15.226,25.774,20.843,21.076,18.512,21.268,20.592,14.384,24.916,27.446,21.225,23.54,20.3,26.723,26.847,29.888,25.741,28.872,26.542,22.081,20.053,28.771,33.143,29.456,12.611,13.691
12/31/2020,14.076,18.086,9.959,19.086,29.897,16.567,15.386,17.279,14.321,34.189,18.96,15.11,26.709,20.786,22.483,18.764,21.132,21.384,14.797,25.344,25.267,21.734,22.902,19.7,27.782,27.662,29.414,25.622,30.343,26.774,23.055,18.594,27.761,32.597,28.889,12.711,13.413
1/31/2021,13.419,17.913,10.221,15.572,20.516,15.862,14.577,16.681,15.602,29.183,18.241,15.083,23.378,21.905,21.63,19.295,19.754,18.244,13.353,22.944,24.999,19.615,19.924,19.029,24.913,23.309,27.668,24.516,27.216,24.723,22.042,17.302,25.384,29.187,28.152,11.852,12.908
2/28/2021,16.099,17.837,13.468,15.642,18.583,15.731,13.742,18.043,13.575,33.779,18.22,15.467,26.691,22.077,24.552,21.133,19.036,19.172,16.402,22.508,25.146,19.485,20.256,21.195,25.702,24.675,27.974,23.232,26.181,23.311,22.659,17.241,25.505,29.686,27.731,12.785,13.446
3/31/2021,17.757,19.662,13.872,16.465,20.206,16.082,15.316,18.364,14.471,36.139,20.027,18.998,28.408,23.194,25.736,22.373,21.967,21.327,16.783,25.842,28.016,21.369,21.643,22.31,27.536,26.037,30.234,24.544,28.032,24.991,23.717,19.579,27.963,32.334,30.243,14.203,14.773
4/30/2021,14.939,17.687,10.672,15.023,17.276,14.65,11.274,16.982,14.557,30.218,20.073,20.47,23.607,22.803,25.009,21.866,20.932,21.207,17.571,25.64,27.947,19.186,21.941,22.004,27.009,26.06,30.723,24.681,26.918,26.824,23.084,19.098,27.209,33.047,28.284,13.217,13.553
5/31/2021,15.067,15.95,9.268,13.09,18.447,14.852,10.778,15.423,13.685,24.357,20.773,20.495,24.635,19.276,25.414,22.772,21.851,21.32,18.271,26.804,29.006,18.534,22.338,21.822,27.969,27.593,29.929,23.281,27.171,26.982,23.39,19.95,26.651,33.57,27.883,13.388,14.004
6/30/2021,14.31,15.101,8.523,12.491,16.75,14.477,9.856,14.544,13.617,22.937,20.37,19.876,22.016,18.799,23.929,23.399,22.968,21.304,17.551,26.483,29.052,18.413,21.189,21.387,26.565,27.406,29.514,23.495,26.12,28.109,23.485,18.848,25.708,32.974,30.296,12.705,12.908
7/31/2021,14.092,13.746,11.005,11.945,13.172,12.849,8.393,13.328,13.277,20.679,19.61,17.733,19.19,19.269,23.216,22.76,24.179,22.027,16.913,24.267,25.016,18.432,20.664,22.666,27.274,25.348,30.845,24.181,25.684,29.274,23.672,17.258,25.517,33.643,30.198,11.945,12.499
8/31/2021,15.019,13.972,10.59,10.749,13.599,12.458,8.078,13.442,11.367,18.787,19.316,18.658,19.623,18.681,21.194,23.776,24.903,22.909,18.19,25.58,25.452,17.266,20.386,23.289,27.007,26.9,30.241,24.041,26.543,30.068,24.098,16.852,26.416,34.222,32.236,12.501,12.836
9/30/2021,14.889,12.424,9.922,10.901,11.278,12.009,8.034,12.785,11.283,17.297,17.651,16.529,17.913,16.553,18.904,21.613,22.426,20.501,16.998,23.382,22.597,16.289,18.501,20.151,24.718,25.155,26.339,21.536,25.348,26.942,21.522,15.294,23.507,31.546,29.064,12.24,12.04
10/31/2021,15.656,12.54,12.923,10.805,12.102,14.128,8.874,13.433,11.338,18.938,17.949,18.391,18.144,17.218,19.244,22.193,22.818,21.419,17.2,24.74,23.2,17.27,20.846,21.72,25.306,25.921,26.58,23.374,26.107,25.536,21.048,16.347,26.186,34.324,30.947,11.499,12.578
11/30/2021,13.947,11.556,10.923,10.585,11.501,13.359,7.671,12.65,12.227,17.398,17.096,18.026,17.004,15.64,17.151,22.834,23.737,20.756,16.705,23.864,23.955,17.214,21.126,21.416,23.405,26.22,27.693,22.669,25.35,25.564,18.111,16.914,26.789,35.304,31.269,11.608,12.544
12/31/2021,13.457,12.032,11.426,13.078,11.933,14.01,9.24,13.14,12.099,17.664,17.964,18.59,18.013,15.437,17.426,24.595,24,22.814,18.225,25.411,24.897,17.981,22.728,22.759,24.257,27.857,29.948,24.056,26.073,27.676,19.114,18.01,28.453,37.771,32.433,12.142,13.173
1/31/2022,11.677,11.067,11.068,12.104,10.151,13.416,9.778,12.55,10.987,16.027,15.991,16.373,16.398,16.936,17.123,21.113,20.949,19.748,15.759,21.322,20.39,16.982,21.149,20.507,22.947,24.032,24.494,21.147,23.105,25.998,18.471,14.766,25.765,31.789,26.112,10.769,11.887
2/28/2022,11.792,10.272,9.654,10.583,10.435,13.137,9.596,11.716,12.443,15.729,14.274,15.59,15.338,15.089,16.443,19.05,19.736,18.227,15.982,20.158,19.102,15.946,19.481,19.659,22.013,21.608,21.785,20.512,20.867,23.78,18.389,13.476,23.69,28.845,24.079,10.369,11.201
3/31/2022,13.086,12.542,8.883,11.809,9.058,12.731,7.874,11.759,11.83,14.312,14.347,15.767,18.189,17.245,20.317,19.24,20.234,18.251,15.998,19.396,18.324,15.114,20.97,20.27,22.626,21.656,21.626,20.181,19.699,23.382,19.351,11.593,22.953,32.909,25.273,9.591,10.57
4/30/2022,10.817,10.598,9.761,10.064,8.066,11.295,8.027,10.418,9.644,12.43,13.382,14.827,16.322,15.691,16.8,16.912,16.596,15.281,16.39,19.396,14.864,14.275,19.049,21.02,21.918,18.478,19.319,18.92,18.11,21.737,17.514,10.342,21.133,29.065,22.06,9.317,10.372
5/31/2022,9.955,10.523,6.81,10.749,8.588,11.798,7.322,11.303,9.815,14.255,13.781,15.045,16.664,13.953,17.969,16.419,17.017,15.378,16.113,18.879,14.62,14.396,18.183,20.291,21.501,19.853,19.069,17.905,19.535,22.222,17.07,11.291,22.332,28.027,20.344,9.446,10.276
6/30/2022,8.143,8.151,5.205,8.156,6.672,11.078,6.151,10.311,8.445,12.068,12.024,12.132,13.788,11.744,16.267,14.452,15.471,13.945,14.286,16.59,14.471,13.063,16.965,18.585,19.329,17.8,17.985,16.371,17.269,21.159,15.308,9.974,19.553,26.027,19.14,9.03,9.812
7/31/2022,10.201,8.467,6.928,8.991,7.866,11.74,8.605,11.521,9.903,13.65,13.615,14.252,14.866,13.582,17.274,15.649,16.979,15.144,15.406,17.949,16.254,15.522,19.624,21.741,20.92,20.995,19.754,18.829,20.415,23.652,16.82,12.258,22.237,27.305,23.633,11.119,11.779
8/31/2022,9.095,8.538,5.58,8.487,7.504,11.119,8.803,11.102,8.441,12.986,11.793,12.836,14.012,13.547,15.706,15.761,16.389,14.253,14.425,16.284,16.245,14.588,19.446,20.538,20.667,19.623,20.526,17.325,19.625,21.951,15.19,19.307,20.999,26.729,21.83,10.216,10.594
9/30/2022,8.412,7.556,5.143,7.698,6.718,10.633,8.134,10.379,7.771,11.472,10.474,12.064,12.461,12.38,13.713,14.316,14.885,13.31,13.907,15.449,15.093,13.335,17.143,22.211,18.23,17.98,19.298,16.917,18.374,19.439,13.66,16.743,19.517,24.386,19.901,9.927,10.04
10/31/2022,9.065,9.509,6.689,8.767,8.664,11.627,10.335,12.238,9.417,15.466,12.244,13.614,14.902,14.632,15.071,16.446,16.182,14.838,15.545,17.485,15.875,15.506,19.549,22.68,22.356,20.972,20.788,18.61,19.547,21.655,17.23,22.724,22.82,26.012,23.309,10.871,11.095
11/30/2022,9.863,10.441,8.422,10.409,9.829,12.608,10.772,12.825,10.229,17.416,12.277,13.999,15.92,15.822,19.275,18.934,18.009,16.156,17.04,18.913,17.855,15.888,20.056,23.891,24.118,22.734,22.977,20.332,20.639,23.895,23.594,31.564,24.204,27.575,24.779,12.699,12.882
12/31/2022,9.853,10.492,7.815,10.483,9.253,11.573,10.363,12.263,10.071,16.051,11.738,12.33,15.997,15.322,18.985,18.275,16.796,15.426,16.384,17.526,16.691,15.468,18.499,22.069,23.495,22.019,21.6,19.587,19.672,24.051,23.695,32.227,23.466,25.318,24.19,12.146,11.824
1/31/2023,10.829,10.225,9.247,11.089,10.733,11.514,12.288,12.609,11.204,18.176,13.125,14.006,16.011,15.068,20.403,19.165,17.996,16.955,16.419,19.236,17.51,17.062,19.15,20.548,22.96,22.427,22.452,19.915,20.672,24.009,21.808,23.294,25.593,26.07,24.698,14.683,14.368
2/28/2023,11.373,10.357,9.014,9.94,12.069,10.951,12.151,12.944,11.808,18.396,12.453,14.41,15.148,13.872,20.588,17.505,17.604,16.678,18.019,17.741,17.139,17.776,20.081,22.315,21.153,22.962,22.018,21.461,20.042,24.627,19.983,88.807,24.394,26.36,25.697,14.125,14.502
3/31/2023,9.182,9.506,8.578,8.956,9.491,10.821,12.272,12.23,11.299,17.058,11.809,12.911,13.879,12.973,19.068,16.461,17.513,15.968,16.045,16.186,16.517,16.585,20.176,20.989,20.842,22.014,21.754,19.825,19.853,23.666,20.024,82.543,24.396,26.731,24.198,14.151,13.585
